,Unnamed: 0,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Holiday
4617,4617,2012-12-13,JFK,8,4,1,-1,-4,-6,75,56,37,1032,1030,1027,16,16,16,21,7,26.0,0.00,4,,8,0.0
4618,4618,2012-12-14,JFK,9,5,0,-1,-3,-4,82,61,39,1027,1024,1022,16,16,16,27,16,34.0,0.00,2,,261,0.0
4619,4619,2012-12-15,JFK,9,6,1,1,-2,-4,76,59,42,1027,1025,1023,16,16,16,16,7,21.0,0.00,6,,45,0.0
4620,4620,2012-12-16,JFK,9,7,5,7,6,1,92,81,70,1023,1018,1013,16,12,3,40,22,53.0,3.30,8,Rain,72,0.0
4621,4621,2012-12-17,JFK,8,7,6,8,6,4,96,93,89,1013,1010,1003,16,9,2,26,17,34.0,7.11,8,Rain,33,0.0
4622,4622,2012-12-18,JFK,13,11,7,9,7,1,100,80,60,1003,1000,998,16,10,1,45,18,61.0,20.83,7,Rain-Thunderstorm,284,0.0
4623,4623,2012-12-19,JFK,9,7,4,1,-3,-4,70,55,39,1020,1011,1004,16,16,16,53,29,63.0,0.00,2,,301,0.0
4624,4624,2012-12-20,JFK,9,5,0,6,-1,-4,80,65,49,1024,1019,1011,16,16,16,34,13,39.0,T,6,Rain,81,0.0
4625,4625,2012-12-21,JFK,13,8,3,12,5,-3,96,76,55,1007,992,987,16,12,3,69,41,82.0,18.03,7,Rain,198,0.0
4626,4626,2012-12-22,JFK,4,3,2,-1,-6,-9,82,61,40,1010,1002,994,16,16,14,61,37,79.0,T,6,Snow,283,0.0
4627,4627,2012-12-23,JFK,7,4,2,-4,-6,-9,64,49,33,1015,1013,1011,16,16,16,35,22,45.0,0.00,4,,262,0.0
4628,4628,2012-12-24,JFK,5,3,0,1,-5,-8,89,67,44,1020,1017,1014,16,14,6,26,9,32.0,2.29,6,Rain-Snow,351,0.0
4629,4629,2012-12-25,JFK,7,3,-1,3,-1,-5,92,75,57,1025,1018,1013,16,13,3,29,19,37.0,0.51,7,Rain,350,1.0
4630,4630,2012-12-26,JFK,6,2,-2,4,-2,-6,93,77,61,1026,1017,997,16,14,6,60,28,77.0,17.78,7,Rain-Snow,42,0.0
4631,4631,2012-12-27,JFK,8,4,-1,6,0,-8,96,78,59,1011,999,991,16,13,5,60,36,72.0,19.56,7,Rain,328,0.0
4632,4632,2012-12-28,JFK,4,2,-1,-5,-6,-8,69,59,48,1019,1016,1011,16,16,16,48,22,61.0,0.00,3,,314,0.0
4633,4633,2012-12-29,JFK,3,1,-2,1,-2,-6,92,81,69,1018,1007,999,16,13,3,37,15,45.0,6.60,8,Rain-Snow,14,0.0
4634,4634,2012-12-30,JFK,3,1,-2,-4,-9,-12,82,59,35,1022,1013,1003,16,16,16,61,37,85.0,T,2,,306,1.0
4635,4635,2012-12-31,JFK,4,1,-2,-3,-7,-10,63,56,48,1023,1019,1013,16,16,16,37,25,45.0,0.00,6,,255,0.0
4636,4636,2012-01-01,SFO,14,11,6,8,6,4,89,75,61,1023,1021,1020,16,16,14,23,7,26.0,0.00,1,,133,0.0
4637,4637,2012-01-02,SFO,13,10,7,9,8,6,93,85,77,1027,1025,1022,16,13,8,24,5,27.0,0.00,5,,190,0.0
4638,4638,2012-01-03,SFO,12,11,9,9,8,7,100,89,77,1029,1027,1025,14,5,0,19,4,23.0,0.00,4,Fog,21,0.0
4639,4639,2012-01-04,SFO,14,10,6,9,7,5,93,77,61,1029,1027,1026,16,14,8,39,6,45.0,0.00,4,,312,0.0
4640,4640,2012-01-05,SFO,16,11,6,9,7,4,93,76,59,1027,1024,1022,16,16,11,39,15,50.0,0.00,2,,266,0.0
4641,4641,2012-01-06,SFO,13,10,7,7,7,5,93,77,61,1023,1021,1020,16,15,11,29,11,37.0,0.00,3,,258,0.0
4642,4642,2012-01-07,SFO,18,12,5,6,2,-2,89,59,29,1024,1022,1020,16,16,16,40,11,48.0,0.00,1,,331,0.0
4643,4643,2012-01-08,SFO,18,13,8,4,-1,-5,61,43,24,1024,1023,1022,16,16,16,29,10,45.0,0.00,2,,113,0.0
4644,4644,2012-01-09,SFO,16,11,5,8,4,-1,83,65,47,1025,1023,1022,16,15,11,19,5,23.0,0.00,1,,123,0.0
4645,4645,2012-01-10,SFO,15,10,4,6,4,2,89,67,44,1022,1021,1019,16,13,10,21,5,24.0,0.00,3,,244,0.0
4646,4646,2012-01-11,SFO,18,11,4,8,4,1,86,65,43,1021,1019,1017,16,16,16,14,4,19.0,0.00,1,,270,0.0
4647,4647,2012-01-12,SFO,17,11,4,4,1,-2,86,58,29,1021,1019,1017,16,16,14,11,1,13.0,0.00,0,,158,0.0
4648,4648,2012-01-13,SFO,17,11,4,7,2,-1,89,62,35,1024,1022,1021,16,16,13,11,3,11.0,0.00,1,,132,0.0
4649,4649,2012-01-14,SFO,16,10,4,7,4,1,86,69,51,1023,1021,1019,16,15,13,26,6,32.0,0.00,1,,300,0.0
4650,4650,2012-01-15,SFO,11,9,7,6,3,-3,86,66,45,1022,1019,1018,16,16,16,53,24,64.0,0.00,4,,265,0.0
4651,4651,2012-01-16,SFO,10,6,2,0,-3,-5,70,53,36,1027,1025,1022,16,16,16,21,8,24.0,0.00,0,,295,0.0
4652,4652,2012-01-17,SFO,11,6,1,2,1,-2,76,64,52,1031,1029,1028,16,16,16,23,6,27.0,0.00,3,,291,0.0
4653,4653,2012-01-18,SFO,12,7,2,6,3,0,89,77,64,1030,1028,1025,16,16,16,14,6,19.0,0.00,3,,91,0.0
4654,4654,2012-01-19,SFO,11,7,3,8,5,2,93,82,71,1025,1021,1017,16,15,8,24,10,32.0,2.03,7,Rain,125,0.0
4655,4655,2012-01-20,SFO,15,12,9,13,11,8,93,88,83,1017,1012,1006,16,8,3,64,24,90.0,30.99,8,Rain,160,0.0
4656,4656,2012-01-21,SFO,14,11,7,12,7,4,93,76,59,1022,1015,1007,16,15,5,53,28,69.0,2.03,4,Rain,254,0.0
4657,4657,2012-01-22,SFO,12,9,7,9,6,3,89,80,71,1022,1017,1009,16,13,3,29,15,40.0,7.37,6,Rain,131,0.0
4658,4658,2012-01-23,SFO,14,12,9,12,9,6,100,87,74,1022,1012,1005,16,12,3,53,31,79.0,12.45,7,Rain,256,0.0
4659,4659,2012-01-24,SFO,14,11,8,8,6,3,93,75,57,1031,1027,1022,16,16,14,24,8,27.0,0.00,6,,289,0.0
4660,4660,2012-01-25,SFO,16,13,9,12,9,6,93,76,59,1031,1029,1027,16,15,10,27,8,34.0,0.00,6,Fog,257,1.0
4661,4661,2012-01-26,SFO,16,13,10,12,11,9,96,88,80,1028,1026,1024,16,13,6,34,13,39.0,0.00,6,Fog,283,0.0
4662,4662,2012-01-27,SFO,18,13,8,10,7,-3,100,62,24,1026,1025,1023,16,7,0,26,4,29.0,0.00,4,Fog,35,0.0
4663,4663,2012-01-28,SFO,16,11,4,8,2,-4,77,53,28,1028,1026,1024,16,16,16,16,5,19.0,0.00,2,,37,0.0
4664,4664,2012-01-29,SFO,16,11,6,8,6,4,89,72,55,1025,1023,1021,16,15,13,27,6,32.0,0.00,3,,221,1.0
4665,4665,2012-01-30,SFO,13,12,9,8,8,4,86,76,66,1020,1019,1017,16,16,16,32,12,37.0,T,6,,269,0.0
4666,4666,2012-01-31,SFO,14,11,7,8,7,4,86,77,67,1023,1021,1019,16,16,14,32,13,37.0,T,7,,271,0.0
4667,4667,2012-02-01,SFO,14,11,7,9,8,5,93,80,67,1026,1024,1023,16,15,6,27,12,37.0,0.25,5,,251,0.0
4668,4668,2012-02-02,SFO,19,13,6,9,6,-2,92,59,26,1024,1019,1015,16,16,16,26,6,37.0,0.00,3,,267,0.0
4669,4669,2012-02-03,SFO,17,12,7,7,5,2,92,67,42,1018,1017,1016,16,16,14,27,8,34.0,0.00,3,,263,0.0
4670,4670,2012-02-04,SFO,17,11,6,7,4,0,89,64,39,1020,1019,1018,16,14,10,11,3,27.0,0.00,1,,181,0.0
4671,4671,2012-02-05,SFO,16,11,6,9,4,1,83,62,40,1020,1018,1016,16,16,16,10,4,13.0,0.00,3,,91,0.0
4672,4672,2012-02-06,SFO,16,12,7,9,6,2,89,65,40,1015,1012,1008,16,16,14,21,5,53.0,1.78,6,Rain,10,0.0
4673,4673,2012-02-07,SFO,15,13,12,9,8,6,83,70,57,1020,1013,1007,16,16,13,35,13,50.0,2.03,8,Rain,68,0.0
4674,4674,2012-02-08,SFO,17,14,11,10,9,8,93,77,60,1025,1023,1020,16,10,0,29,5,45.0,0.00,3,Fog,13,0.0
4675,4675,2012-02-09,SFO,19,13,8,10,8,6,93,69,44,1025,1024,1021,16,16,14,35,6,42.0,0.00,3,,346,0.0
4676,4676,2012-02-10,SFO,17,12,8,11,8,4,83,75,67,1023,1021,1019,16,16,13,27,10,34.0,T,6,Rain,225,0.0
4677,4677,2012-02-11,SFO,12,11,9,9,8,7,89,83,77,1019,1018,1017,16,15,8,39,22,45.0,0.51,8,Rain-Thunderstorm,270,0.0
4678,4678,2012-02-12,SFO,13,11,8,8,7,5,86,74,61,1019,1017,1015,16,16,16,34,12,37.0,1.02,6,Rain,197,0.0
4679,4679,2012-02-13,SFO,12,9,7,7,6,3,82,77,71,1017,1015,1013,16,15,6,53,27,66.0,2.54,6,Rain,287,0.0
4680,4680,2012-02-14,SFO,13,10,6,7,5,4,89,72,55,1020,1019,1016,16,16,16,50,20,61.0,0.00,4,,279,0.0
4681,4681,2012-02-15,SFO,14,10,6,9,1,-4,77,54,30,1022,1020,1019,16,15,6,47,22,56.0,2.03,2,Rain,298,0.0
4682,4682,2012-02-16,SFO,17,11,5,7,2,-3,86,56,25,1025,1024,1022,16,16,16,34,13,39.0,0.00,1,,286,1.0
4683,4683,2012-02-17,SFO,15,11,7,9,8,4,89,78,67,1025,1024,1023,16,16,14,39,13,47.0,0.00,4,,273,0.0
4684,4684,2012-02-18,SFO,14,11,8,9,6,1,89,72,54,1023,1022,1020,16,15,8,60,30,69.0,0.00,4,,274,0.0
4685,4685,2012-02-19,SFO,12,9,6,4,2,1,71,61,50,1022,1020,1019,16,16,16,27,13,35.0,0.00,4,,258,1.0
4686,4686,2012-02-20,SFO,13,11,9,8,7,4,86,76,66,1024,1022,1020,16,16,16,32,9,35.0,0.76,6,Rain,98,0.0
4687,4687,2012-02-21,SFO,16,12,8,10,8,7,93,79,64,1027,1025,1024,16,12,3,24,8,29.0,0.00,7,,300,0.0
4688,4688,2012-02-22,SFO,21,15,9,9,8,7,93,70,47,1026,1023,1020,16,16,16,56,18,63.0,0.00,3,,276,0.0
4689,4689,2012-02-23,SFO,20,14,8,8,5,-2,86,56,26,1019,1017,1015,16,16,16,37,17,45.0,0.00,2,,287,1.0
4690,4690,2012-02-24,SFO,21,15,8,7,3,-3,77,50,22,1024,1019,1016,16,16,16,56,16,71.0,0.00,1,,285,1.0
4691,4691,2012-02-25,SFO,14,11,7,6,3,-2,77,59,41,1028,1025,1023,16,16,16,40,22,53.0,0.00,2,,294,1.0
4692,4692,2012-02-26,SFO,12,8,4,3,1,-1,73,62,50,1023,1016,1012,16,16,16,47,18,56.0,0.00,4,,283,0.0
4693,4693,2012-02-27,SFO,11,8,4,3,2,1,82,66,50,1015,1012,1010,16,16,16,40,19,50.0,0.00,2,,270,0.0
4694,4694,2012-02-28,SFO,12,9,7,6,2,-1,76,59,41,1025,1022,1016,16,15,6,40,23,58.0,0.25,6,Rain,225,0.0
4695,4695,2012-02-29,SFO,13,11,8,10,6,3,96,76,55,1025,1021,1018,16,13,4,52,23,69.0,5.84,7,Rain,226,1.0
4696,4696,2012-03-01,SFO,12,9,6,10,6,3,89,78,66,1025,1024,1023,16,13,3,50,21,60.0,2.03,5,Rain,244,0.0
4697,4697,2012-03-02,SFO,17,11,4,4,1,-3,83,55,27,1029,1027,1025,16,16,16,29,9,35.0,0.00,1,,265,0.0
4698,4698,2012-03-03,SFO,21,13,6,7,3,0,76,53,30,1028,1026,1024,16,16,16,29,6,39.0,0.00,0,,300,0.0
4699,4699,2012-03-04,SFO,23,15,7,9,6,4,86,62,37,1024,1021,1018,16,16,16,34,9,37.0,0.00,0,,298,0.0
4700,4700,2012-03-05,SFO,14,10,6,7,6,5,93,77,61,1020,1018,1017,16,16,16,52,25,58.0,0.00,3,,279,0.0
4701,4701,2012-03-06,SFO,12,10,8,8,1,-4,80,58,36,1018,1017,1015,16,15,8,60,36,77.0,0.25,2,Rain,291,0.0
4702,4702,2012-03-07,SFO,16,12,8,2,-3,-7,61,41,21,1023,1021,1019,16,16,16,47,17,53.0,0.00,0,,315,0.0
4703,4703,2012-03-08,SFO,18,12,5,6,2,-4,71,47,22,1028,1026,1023,16,16,16,26,8,,0.00,0,,312,0.0
4704,4704,2012-03-09,SFO,20,13,6,7,3,-2,86,58,29,1028,1025,1022,16,16,16,39,13,47.0,0.00,0,,296,0.0
4705,4705,2012-03-10,SFO,15,12,8,8,6,4,86,74,62,1022,1019,1017,16,16,10,32,18,39.0,T,6,Rain,269,0.0
4706,4706,2012-03-11,SFO,16,12,9,8,6,4,80,64,47,1019,1018,1017,16,16,16,26,15,37.0,0.00,5,,239,0.0
4707,4707,2012-03-12,SFO,16,11,6,8,5,2,83,61,39,1018,1016,1014,16,16,16,37,15,52.0,T,4,Rain,161,0.0
4708,4708,2012-03-13,SFO,13,12,11,11,9,8,93,88,83,1015,1014,1012,16,12,4,50,32,63.0,11.43,8,Rain,167,0.0
4709,4709,2012-03-14,SFO,14,14,13,12,12,11,93,90,86,1020,1018,1015,14,7,3,34,22,50.0,19.81,8,Rain,163,0.0
4710,4710,2012-03-15,SFO,16,14,13,13,12,10,93,86,78,1021,1020,1018,16,11,3,29,12,35.0,2.54,8,Rain,169,0.0
4711,4711,2012-03-16,SFO,14,12,9,13,11,6,93,84,74,1018,1012,1007,16,10,2,48,19,60.0,20.07,8,Rain,197,0.0
4712,4712,2012-03-17,SFO,11,9,6,6,4,1,92,76,59,1007,1003,1001,16,16,16,60,26,71.0,0.00,6,,292,0.0
4713,4713,2012-03-18,SFO,11,9,7,3,1,-1,76,62,48,1015,1010,1005,16,16,16,53,35,64.0,T,5,,282,0.0
4714,4714,2012-03-19,SFO,13,10,6,1,0,-2,65,50,35,1020,1017,1014,16,16,16,21,10,23.0,0.00,6,,310,0.0
4715,4715,2012-03-20,SFO,17,13,10,8,5,1,83,67,50,1023,1021,1020,16,16,16,26,9,32.0,0.00,7,,9,0.0
4716,4716,2012-03-21,SFO,19,14,9,11,9,7,89,75,60,1022,1019,1015,16,16,13,32,10,35.0,T,4,,304,0.0
4717,4717,2012-03-22,SFO,13,11,8,10,6,2,89,70,50,1017,1016,1014,16,16,14,47,22,52.0,0.00,6,,271,0.0
4718,4718,2012-03-23,SFO,16,11,6,4,2,-1,82,58,33,1019,1016,1012,16,16,16,39,12,52.0,0.00,5,,141,0.0
4719,4719,2012-03-24,SFO,12,9,7,7,4,-1,89,65,41,1013,1012,1010,16,11,5,39,11,42.0,27.43,8,Rain,95,0.0
4720,4720,2012-03-25,SFO,14,11,7,7,5,4,89,72,55,1013,1010,1009,16,16,13,35,15,39.0,5.33,6,Rain,299,0.0
4721,4721,2012-03-26,SFO,14,11,7,4,3,2,83,65,47,1019,1017,1014,16,16,16,34,17,37.0,0.00,6,,179,0.0
4722,4722,2012-03-27,SFO,15,13,11,12,8,4,93,77,61,1017,1014,1012,16,14,6,52,24,69.0,15.49,8,Rain,151,0.0
4723,4723,2012-03-28,SFO,18,14,11,11,9,6,89,70,51,1020,1018,1015,16,16,14,26,12,32.0,T,6,Rain,203,0.0
4724,4724,2012-03-29,SFO,17,14,10,10,9,7,89,72,55,1021,1020,1019,16,15,13,29,10,34.0,0.00,7,,208,0.0
4725,4725,2012-03-30,SFO,18,15,12,11,10,9,83,73,63,1020,1016,1013,16,16,16,29,15,37.0,0.00,7,,169,0.0
4726,4726,2012-03-31,SFO,16,12,9,11,8,4,100,77,53,1018,1011,1007,16,13,1,58,30,76.0,16.51,7,Rain,205,0.0
4727,4727,2012-04-01,SFO,14,12,9,8,4,2,77,64,50,1026,1024,1019,16,16,16,47,29,58.0,0.25,1,Rain,287,0.0
4728,4728,2012-04-02,SFO,17,12,7,7,6,4,82,64,46,1025,1022,1019,16,16,16,45,16,50.0,0.00,4,,279,0.0
4729,4729,2012-04-03,SFO,18,14,9,10,7,6,89,69,48,1021,1019,1017,16,15,5,47,17,56.0,0.76,6,Rain,274,0.0
4730,4730,2012-04-04,SFO,14,11,8,6,3,0,77,58,39,1024,1022,1021,16,16,16,60,27,69.0,0.00,3,,292,0.0
4731,4731,2012-04-05,SFO,13,10,7,3,1,-1,71,59,46,1023,1021,1020,16,16,16,58,30,66.0,0.00,1,,285,0.0
4732,4732,2012-04-06,SFO,14,10,6,3,2,1,71,59,47,1026,1024,1022,16,16,16,34,17,32.0,0.00,1,,289,0.0
4733,4733,2012-04-07,SFO,18,12,5,6,3,1,76,54,31,1022,1020,1017,16,16,16,26,12,32.0,0.00,3,,294,0.0
4734,4734,2012-04-08,SFO,18,12,6,7,4,1,83,61,39,1019,1018,1016,16,16,16,40,13,47.0,0.00,5,,274,0.0
4735,4735,2012-04-09,SFO,18,13,8,7,6,3,82,61,39,1017,1014,1010,16,16,16,42,12,60.0,0.00,6,,148,0.0
4736,4736,2012-04-10,SFO,14,13,11,10,9,5,89,76,62,1012,1011,1010,16,13,3,24,11,34.0,10.41,8,Rain,171,0.0
4737,4737,2012-04-11,SFO,15,12,9,9,7,5,89,72,55,1015,1013,1010,16,16,10,45,21,56.0,0.76,6,Rain,207,0.0
4738,4738,2012-04-12,SFO,16,12,8,10,7,3,93,68,42,1017,1014,1009,16,14,4,45,22,58.0,28.45,7,Rain-Thunderstorm,174,0.0
4739,4739,2012-04-13,SFO,13,11,8,8,6,4,93,76,59,1012,1009,1007,16,14,5,56,28,66.0,19.30,6,Rain,263,0.0
4740,4740,2012-04-14,SFO,16,12,9,8,5,2,77,65,53,1022,1016,1012,16,16,16,47,26,61.0,0.00,2,,283,0.0
4741,4741,2012-04-15,SFO,18,14,11,9,8,6,83,72,60,1024,1023,1022,16,16,16,40,15,48.0,0.00,5,,279,0.0
4742,4742,2012-04-16,SFO,17,13,10,9,7,6,83,67,51,1024,1024,1023,16,16,16,40,18,48.0,0.00,4,,273,0.0
4743,4743,2012-04-17,SFO,16,14,11,11,9,7,89,81,72,1023,1021,1020,16,16,16,42,18,48.0,0.00,7,,278,0.0
4744,4744,2012-04-18,SFO,18,14,11,11,8,7,86,71,56,1022,1021,1020,16,16,14,47,26,58.0,0.00,6,,269,0.0
4745,4745,2012-04-19,SFO,20,17,13,12,11,11,86,75,63,1022,1021,1019,16,16,16,42,23,52.0,0.00,4,,280,0.0
4746,4746,2012-04-20,SFO,26,19,13,14,11,7,86,68,49,1019,1017,1014,16,16,16,42,14,48.0,0.00,0,,306,0.0
4747,4747,2012-04-21,SFO,27,20,13,14,10,8,77,60,42,1015,1013,1011,16,16,16,32,13,37.0,0.00,0,,308,0.0
4748,4748,2012-04-22,SFO,21,16,11,12,11,9,86,73,59,1013,1012,1011,16,16,16,27,14,34.0,0.00,2,,306,0.0
4749,4749,2012-04-23,SFO,19,16,12,11,9,9,83,68,52,1016,1014,1013,16,16,16,40,24,50.0,0.00,5,,202,0.0
4750,4750,2012-04-24,SFO,21,18,15,12,11,9,78,68,58,1018,1016,1015,16,16,16,24,11,29.0,0.00,6,,232,0.0
4751,4751,2012-04-25,SFO,21,18,14,13,12,10,93,74,55,1016,1012,1009,16,15,3,32,12,39.0,10.16,7,Rain,257,0.0
4752,4752,2012-04-26,SFO,16,14,11,13,8,4,87,69,51,1023,1016,1009,16,14,5,45,27,52.0,0.76,6,Rain,262,0.0
4753,4753,2012-04-27,SFO,18,14,9,8,6,5,77,62,46,1024,1023,1021,16,16,16,42,22,50.0,0.00,3,,277,0.0
4754,4754,2012-04-28,SFO,18,14,11,9,8,7,83,70,56,1021,1017,1013,16,16,14,48,27,56.0,0.00,1,,277,0.0
4755,4755,2012-04-29,SFO,22,16,10,11,9,8,89,70,51,1014,1013,1012,16,16,14,45,21,50.0,0.00,2,,292,0.0
4756,4756,2012-04-30,SFO,21,16,10,11,9,8,86,69,52,1015,1014,1013,16,16,16,58,25,66.0,0.00,5,,284,0.0
4757,4757,2012-05-01,SFO,15,12,9,8,6,4,86,71,55,1015,1014,1013,16,16,16,53,33,64.0,0.00,5,,266,0.0
4758,4758,2012-05-02,SFO,14,12,9,6,5,4,77,66,55,1016,1015,1013,16,16,16,45,24,60.0,0.00,4,,258,0.0
4759,4759,2012-05-03,SFO,17,14,11,11,9,6,83,74,64,1020,1017,1015,16,16,16,32,15,40.0,T,7,,202,0.0
4760,4760,2012-05-04,SFO,16,13,10,11,7,4,89,68,47,1023,1022,1020,16,16,16,53,31,63.0,0.00,3,,275,0.0
4761,4761,2012-05-05,SFO,21,14,8,7,6,3,80,57,34,1023,1021,1018,16,16,14,45,19,52.0,0.00,0,,284,0.0
4762,4762,2012-05-06,SFO,26,18,9,7,6,3,77,50,23,1018,1017,1016,16,16,14,35,15,40.0,0.00,1,,287,0.0
4763,4763,2012-05-07,SFO,28,19,11,12,8,4,77,50,23,1017,1016,1014,16,16,14,40,16,47.0,0.00,0,,293,0.0
4764,4764,2012-05-08,SFO,24,17,10,12,8,6,83,57,31,1015,1014,1013,16,16,14,45,19,52.0,0.00,2,,303,0.0
4765,4765,2012-05-09,SFO,18,14,11,9,7,6,83,68,53,1015,1014,1013,16,15,11,40,25,50.0,0.00,1,,289,0.0
4766,4766,2012-05-10,SFO,25,17,9,9,6,1,80,53,25,1014,1012,1011,16,15,13,40,15,48.0,0.00,1,,295,0.0
4767,4767,2012-05-11,SFO,26,18,10,13,8,6,83,58,33,1015,1013,1012,16,16,14,35,14,39.0,0.00,1,,303,0.0
4768,4768,2012-05-12,SFO,19,14,9,11,8,7,89,73,56,1018,1017,1015,16,16,14,40,19,50.0,0.00,2,,296,0.0
4769,4769,2012-05-13,SFO,19,14,10,10,8,7,83,68,52,1019,1018,1017,16,16,16,34,12,40.0,0.00,4,,240,0.0
4770,4770,2012-05-14,SFO,19,16,12,9,8,7,77,63,48,1019,1019,1017,16,16,16,34,17,39.0,0.00,4,,236,0.0
4771,4771,2012-05-15,SFO,16,13,11,9,8,8,83,73,62,1019,1017,1016,16,16,16,45,25,52.0,0.00,4,,272,0.0
4772,4772,2012-05-16,SFO,15,13,10,9,9,8,89,78,67,1017,1016,1014,16,15,13,40,21,50.0,0.00,6,Fog,274,0.0
4773,4773,2012-05-17,SFO,16,13,10,8,7,6,83,69,55,1015,1013,1011,16,14,11,71,33,84.0,0.00,4,,260,0.0
4774,4774,2012-05-18,SFO,19,14,9,7,6,5,80,62,44,1015,1014,1013,16,16,14,45,22,53.0,0.00,2,,277,0.0
4775,4775,2012-05-19,SFO,20,15,9,9,6,4,74,58,42,1016,1015,1014,16,16,14,39,20,45.0,0.00,1,,290,0.0
4776,4776,2012-05-20,SFO,22,17,11,9,8,4,83,62,41,1017,1015,1014,16,16,16,50,25,63.0,0.00,1,Fog,289,0.0
4777,4777,2012-05-21,SFO,18,15,11,12,10,9,89,77,65,1020,1019,1017,16,15,8,48,23,53.0,0.00,7,,266,0.0
4778,4778,2012-05-22,SFO,18,14,11,12,9,7,93,73,52,1021,1020,1018,16,15,10,69,37,77.0,0.00,3,Fog,274,0.0
4779,4779,2012-05-23,SFO,18,14,11,9,7,6,89,69,48,1018,1016,1014,16,16,16,72,39,84.0,0.00,2,,277,0.0
4780,4780,2012-05-24,SFO,17,14,10,8,7,6,80,66,51,1014,1011,1008,16,16,14,72,40,93.0,0.00,1,,275,0.0
4781,4781,2012-05-25,SFO,17,13,10,7,7,5,77,63,48,1011,1009,1008,16,15,11,53,31,71.0,0.00,4,,273,0.0
4782,4782,2012-05-26,SFO,16,13,9,8,7,7,83,70,57,1020,1015,1011,16,15,11,42,24,53.0,0.00,7,,258,0.0
4783,4783,2012-05-27,SFO,16,14,11,9,7,7,83,70,57,1022,1020,1019,16,16,14,39,23,47.0,0.00,6,,267,0.0
4784,4784,2012-05-28,SFO,17,14,11,9,8,6,89,72,55,1020,1019,1017,16,16,13,39,22,48.0,0.00,5,,267,0.0
4785,4785,2012-05-29,SFO,18,15,11,8,8,7,77,65,52,1019,1018,1017,16,16,14,40,21,50.0,0.00,4,,269,0.0
4786,4786,2012-05-30,SFO,19,15,10,9,8,8,83,68,52,1020,1019,1017,16,16,16,43,21,56.0,0.00,1,,291,0.0
4787,4787,2012-05-31,SFO,26,18,11,11,9,7,80,58,36,1018,1014,1011,16,16,16,45,19,52.0,0.00,1,,302,0.0
4788,4788,2012-06-01,SFO,21,16,12,11,10,9,86,70,53,1011,1010,1009,16,16,13,47,26,58.0,0.00,2,,286,0.0
4789,4789,2012-06-02,SFO,19,16,11,11,10,9,89,74,58,1015,1014,1011,16,15,10,63,38,76.0,0.00,5,Fog,267,0.0
4790,4790,2012-06-03,SFO,20,16,11,9,8,8,89,69,48,1015,1014,1013,16,16,13,52,23,61.0,0.00,4,Fog,271,0.0
4791,4791,2012-06-04,SFO,16,14,12,13,10,7,84,76,67,1021,1016,1013,16,16,13,40,23,52.0,2.29,6,Fog-Rain,267,0.0
4792,4792,2012-06-05,SFO,17,14,10,8,6,4,83,65,46,1023,1022,1021,16,16,16,56,32,63.0,0.00,2,,274,0.0
4793,4793,2012-06-06,SFO,17,14,10,7,6,6,80,64,48,1020,1018,1016,16,16,16,53,30,66.0,0.00,1,,264,0.0
4794,4794,2012-06-07,SFO,19,15,11,11,9,7,86,67,48,1017,1016,1015,16,16,14,56,33,66.0,0.00,3,Fog,270,0.0
4795,4795,2012-06-08,SFO,18,14,11,9,7,5,83,63,43,1016,1015,1014,16,16,16,64,35,77.0,0.00,0,,275,0.0
4796,4796,2012-06-09,SFO,21,16,10,7,6,4,74,54,33,1016,1014,1012,16,16,16,42,23,50.0,0.00,0,,284,0.0
4797,4797,2012-06-10,SFO,29,22,13,13,4,-2,73,44,15,1013,1012,1011,16,16,16,37,14,45.0,0.00,0,,287,0.0
4798,4798,2012-06-11,SFO,27,19,12,13,8,7,77,57,37,1015,1014,1012,16,16,13,42,17,48.0,0.00,0,,301,0.0
4799,4799,2012-06-12,SFO,23,18,12,11,9,8,83,64,44,1015,1014,1013,16,16,14,69,28,82.0,0.00,2,,285,0.0
4800,4800,2012-06-13,SFO,19,15,11,9,8,7,83,70,56,1014,1011,1009,16,15,13,42,22,52.0,0.00,3,,281,1.0
4801,4801,2012-06-14,SFO,18,15,11,8,8,7,83,68,52,1010,1010,1009,16,14,11,56,26,64.0,0.00,1,,270,1.0
4802,4802,2012-06-15,SFO,23,17,10,10,8,7,77,56,35,1010,1009,1008,16,16,14,40,18,48.0,0.00,2,,299,0.0
4803,4803,2012-06-16,SFO,31,22,13,14,10,9,77,55,32,1011,1009,1008,16,14,10,37,15,45.0,0.00,3,,301,0.0
4804,4804,2012-06-17,SFO,23,18,13,13,11,9,83,69,55,1012,1011,1009,16,16,14,37,18,47.0,0.00,1,Fog,308,1.0
4805,4805,2012-06-18,SFO,22,17,12,11,8,6,83,62,40,1013,1012,1011,16,16,16,35,15,40.0,0.00,1,,285,0.0
4806,4806,2012-06-19,SFO,23,18,12,11,9,7,77,61,44,1013,1011,1010,16,16,14,37,17,45.0,0.00,0,,296,0.0
